experiment,test_dir,test_case,rep,two_stage_cot,best_of_n,t0,tmax,prompt,csv_score,text_score,bleu,spice,best_score,best_idx,best_result_path
rep2_tsfalse_bon2_t0_tmax0p15,test_2,2,2,False,2,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.36351147109278914,0.2270229421855783,0.5,0.36351147109278914,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_2\best_result.json
rep2_tsfalse_bon2_t0_tmax0p15,test_3,3,2,False,2,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.0,0.20091954847386206,0.0018390969477240892,0.4,0.20091954847386206,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_3\best_result.json
rep2_tsfalse_bon2_t0_tmax0p15,test_4,4,2,False,2,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.2633436845641095,0.27668736912821895,0.25,0.2633436845641095,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_4\best_result.json
rep2_tsfalse_bon2_t0_tmax0p15,test_5,5,2,False,2,0.0,0.15,Which store has the most sales in october 2022 ?,0.5,0.7565877837896628,0.6560327104364686,0.8571428571428571,1.2565877837896628,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_5\best_result.json
rep2_tsfalse_bon2_t0_tmax0p15,test_6,6,2,False,2,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43826601735662524,0.23367489185610754,0.6428571428571429,1.4382660173566253,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_6\best_result.json
rep2_tsfalse_bon2_t0_tmax0p15,test_7,7,2,False,2,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.0,0.040073976877308286,0.02300509661175943,0.05714285714285714,0.3734073102106416,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_7\best_result.json
rep2_tsfalse_bon2_t0_tmax0p15,test_8,8,2,False,2,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",0.0,0.00399481366522636,0.00798962733045272,0.0,0.00399481366522636,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_8\best_result.json
rep2_tsfalse_bon2_t0_tmax0p15,test_9,9,2,False,2,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.2947025350844016,0.20230829597525474,0.3870967741935484,0.2947025350844016,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_9\best_result.json
rep2_tsfalse_bon2_t0_tmax0p15,test_10,10,2,False,2,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_10\best_result.json
rep2_tsfalse_bon2_t0_tmax0p15,test_11,11,2,False,2,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",0.3333333333333333,0.13019171363822793,0.06807573496876357,0.1923076923076923,0.7968583803048945,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_11\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_1,1,2,False,3,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.7157776185897019,0.6315552371794037,0.8000000000000002,1.7157776185897018,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_1\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_2,2,2,False,3,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.36351147109278914,0.2270229421855783,0.5,0.36351147109278914,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_2\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_3,3,2,False,3,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),2.12257688552364e-05,0.006378976876188362,0.012757953752376724,0.0,0.006400202645043598,2.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_3\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_4,4,2,False,3,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.2744975177499068,0.29899503549981366,0.25,0.2744975177499068,2.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_4\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_5,5,2,False,3,0.0,0.15,Which store has the most sales in october 2022 ?,0.5,0.7069881440578669,0.6639762881157338,0.75,1.206988144057867,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_5\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_6,6,2,False,3,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43826601735662524,0.23367489185610754,0.6428571428571429,1.4382660173566253,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_6\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_7,7,2,False,3,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.0,0.049772711376884556,0.021623344831691208,0.0779220779220779,0.38310604471021786,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_7\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_8,8,2,False,3,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",0.0,0.010624897766039329,0.007551165395092358,0.0136986301369863,0.010624897766039329,2.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_8\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_9,9,2,False,3,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.3011541479876274,0.20230829597525474,0.4000000000000001,0.3011541479876274,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_9\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_10,10,2,False,3,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_10\best_result.json
rep2_tsfalse_bon3_t0_tmax0p15,test_11,11,2,False,3,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",0.3333333333333333,0.13019171363822793,0.06807573496876357,0.1923076923076923,0.7968583803048945,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_11\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_1,1,2,True,1,0.0,0.15,What is the total sales in october 2022 ?,0.0,0.6853372888528,0.5706745777055999,0.8000000000000002,0.6853372888528,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_1\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_2,2,2,True,1,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.0,0.0,0.0,0.0,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_2\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_3,3,2,True,1,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.0,0.16776673308539303,0.012952821009495756,0.3225806451612903,0.16776673308539303,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_3\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_4,4,2,True,1,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.3552314312936365,0.460462862587273,0.25,0.3552314312936365,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_4\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_5,5,2,True,1,0.0,0.15,Which store has the most sales in october 2022 ?,1.0,0.7340441979572936,0.6109455387717302,0.8571428571428571,1.7340441979572936,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_5\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_6,6,2,True,1,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43267263471429895,0.19867860276193125,0.6666666666666666,1.432672634714299,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_6\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_7,7,2,True,1,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_7\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_8,8,2,True,1,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",1.0,0.008012653910648143,0.016025307821296287,0.0,1.0080126539106482,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_8\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_9,9,2,True,1,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.4180150833322522,0.26460159523593296,0.5714285714285714,0.4180150833322522,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_9\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_10,10,2,True,1,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_10\best_result.json
rep2_tstrue_bon1_t0_tmax0p15,test_11,11,2,True,1,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon1_t0_tmax0p15\test_11\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_1,1,2,True,2,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.0,0.0,0.0,1.0,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_1\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_2,2,2,True,2,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.0,0.0,0.0,0.0,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_2\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_3,3,2,True,2,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.18518518518518517,0.17204342510279824,0.08767659379534001,0.25641025641025644,0.3572286102879834,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_3\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_4,4,2,True,2,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.3552314312936365,0.460462862587273,0.25,0.3552314312936365,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_4\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_5,5,2,True,2,0.0,0.15,Which store has the most sales in october 2022 ?,1.0,0.7340441979572936,0.6109455387717302,0.8571428571428571,1.7340441979572936,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_5\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_6,6,2,True,2,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43267263471429895,0.19867860276193125,0.6666666666666666,1.432672634714299,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_6\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_7,7,2,True,2,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.07462686567164178,0.00767310251229083,0.01534620502458166,0.0,0.08229996818393262,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_7\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_8,8,2,True,2,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",1.0,0.008012653910648143,0.016025307821296287,0.0,1.0080126539106482,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_8\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_9,9,2,True,2,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.4180150833322522,0.26460159523593296,0.5714285714285714,0.4180150833322522,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_9\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_10,10,2,True,2,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_10\best_result.json
rep2_tstrue_bon2_t0_tmax0p15,test_11,11,2,True,2,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon2_t0_tmax0p15\test_11\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_1,1,2,True,3,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.7709723313682506,0.7419446627365011,0.8000000000000002,1.7709723313682506,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_1\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_2,2,2,True,3,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.7042144267860841,0.6084288535721682,0.8000000000000002,0.7042144267860841,2.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_2\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_3,3,2,True,3,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.3125,0.26670268021218296,0.11673869375769923,0.4166666666666667,0.579202680212183,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_3\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_4,4,2,True,3,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.3552314312936365,0.460462862587273,0.25,0.3552314312936365,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_4\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_5,5,2,True,3,0.0,0.15,Which store has the most sales in october 2022 ?,1.0,0.7340441979572936,0.6109455387717302,0.8571428571428571,1.7340441979572936,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_5\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_6,6,2,True,3,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43267263471429895,0.19867860276193125,0.6666666666666666,1.432672634714299,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_6\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_7,7,2,True,3,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.0,0.04738989138871906,0.016348410228418507,0.0784313725490196,0.3807232247220524,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_7\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_8,8,2,True,3,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",1.0,0.008012653910648143,0.016025307821296287,0.0,1.0080126539106482,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_8\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_9,9,2,True,3,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.4180150833322522,0.26460159523593296,0.5714285714285714,0.4180150833322522,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_9\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_10,10,2,True,3,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_10\best_result.json
rep2_tstrue_bon3_t0_tmax0p15,test_11,11,2,True,3,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tstrue_bon3_t0_tmax0p15\test_11\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_1,1,3,False,1,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.7157776185897019,0.6315552371794037,0.8000000000000002,1.7157776185897018,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_1\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_2,2,3,False,1,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.36351147109278914,0.2270229421855783,0.5,0.36351147109278914,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_2\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_3,3,3,False,1,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.0,1.1461721342858937e-05,2.2923442685717873e-05,0.0,1.1461721342858937e-05,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_3\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_4,4,3,False,1,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.2633436845641095,0.27668736912821895,0.25,0.2633436845641095,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_4\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_5,5,3,False,1,0.0,0.15,Which store has the most sales in october 2022 ?,0.5,0.7069881440578669,0.6639762881157338,0.75,1.206988144057867,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_5\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_6,6,3,False,1,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43826601735662524,0.23367489185610754,0.6428571428571429,1.4382660173566253,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_6\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_7,7,3,False,1,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.0,0.03679855130832045,0.029152658172196463,0.044444444444444446,0.37013188464165375,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_7\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_8,8,3,False,1,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",0.0,0.00309850566199484,0.00619701132398968,0.0,0.00309850566199484,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_8\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_9,9,3,False,1,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.2947025350844016,0.20230829597525474,0.3870967741935484,0.2947025350844016,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_9\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_10,10,3,False,1,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_10\best_result.json
rep3_tsfalse_bon1_t0_tmax0p15,test_11,11,3,False,1,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",0.3333333333333333,0.13019171363822793,0.06807573496876357,0.1923076923076923,0.7968583803048945,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon1_t0_tmax0p15\test_11\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_1,1,3,False,2,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.7157776185897019,0.6315552371794037,0.8000000000000002,1.7157776185897018,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_1\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_2,2,3,False,2,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.36351147109278914,0.2270229421855783,0.5,0.36351147109278914,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_2\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_3,3,3,False,2,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.0,1.1461721342858937e-05,2.2923442685717873e-05,0.0,1.1461721342858937e-05,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_3\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_4,4,3,False,2,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.2633436845641095,0.27668736912821895,0.25,0.2633436845641095,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_4\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_5,5,3,False,2,0.0,0.15,Which store has the most sales in october 2022 ?,0.5,0.7565877837896628,0.6560327104364686,0.8571428571428571,1.2565877837896628,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_5\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_6,6,3,False,2,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43826601735662524,0.23367489185610754,0.6428571428571429,1.4382660173566253,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_6\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_7,7,3,False,2,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.0,0.037862585528928565,0.020169615502301577,0.05555555555555555,0.3711959188622619,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_7\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_8,8,3,False,2,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",0.0,0.00438878538212338,0.00877757076424676,0.0,0.00438878538212338,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_8\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_9,9,3,False,2,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.2947025350844016,0.20230829597525474,0.3870967741935484,0.2947025350844016,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_9\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_10,10,3,False,2,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_10\best_result.json
rep3_tsfalse_bon2_t0_tmax0p15,test_11,11,3,False,2,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",0.3333333333333333,0.1474584373154276,0.06850178029123256,0.22641509433962262,0.8141251039820943,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon2_t0_tmax0p15\test_11\best_result.json
rep3_tsfalse_bon3_t0_tmax0p15,test_1,1,3,False,3,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.7157776185897019,0.6315552371794037,0.8000000000000002,1.7157776185897018,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon3_t0_tmax0p15\test_1\best_result.json
rep3_tsfalse_bon3_t0_tmax0p15,test_2,2,3,False,3,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.36351147109278914,0.2270229421855783,0.5,0.36351147109278914,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon3_t0_tmax0p15\test_2\best_result.json
rep3_tsfalse_bon3_t0_tmax0p15,test_3,3,3,False,3,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.5,0.237754731394521,0.15292881762775168,0.3225806451612903,0.737754731394521,2.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep3_tsfalse_bon3_t0_tmax0p15\test_3\best_result.json
