experiment,test_dir,test_case,rep,two_stage_cot,best_of_n,t0,tmax,prompt,stage,duration_ms,emissions_kg_est,stage_metrics_path
rep1_tstrue_bon1_t0_tmax_0_,test_9,9,1,True,1,0,0,Give me by SKU level the top 3 products in January 2022,lookup_sales_data,4075,9.892724411362251e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_9\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_1,1,1,True,2,0,0,What is the total sales in october 2022 ?,analyzing_data,2782,0.00013491945324668652,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_1\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_1,1,1,True,2,0,0,What is the total sales in october 2022 ?,lookup_sales_data,3880,0.0001881694746934377,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_1\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_2,2,1,True,2,0,0,How many units we sold in september 2022 ?,analyzing_data,2911,0.0001437021925743007,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_2\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_2,2,1,True,2,0,0,How many units we sold in september 2022 ?,lookup_sales_data,3997,0.00019731283535536924,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_2\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_3,3,1,True,2,0,0,Find product categories that decreased sales during the 2021 holiday season (November to December),analyzing_data,3947,0.00022816858326302856,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_3\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_3,3,1,True,2,0,0,Find product categories that decreased sales during the 2021 holiday season (November to December),lookup_sales_data,3855,0.00022285023777019892,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_3\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_4,4,1,True,2,0,0,How much was the variational change between in sales beween January to February in 2022,analyzing_data,3420,0.00016207997959791944,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_4\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_4,4,1,True,2,0,0,How much was the variational change between in sales beween January to February in 2022,lookup_sales_data,4020,0.0001905150637379053,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_4\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_5,5,1,True,2,0,0,Which store has the most sales in october 2022 ?,analyzing_data,3113,0.00015976755469402856,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_5\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_5,5,1,True,2,0,0,Which store has the most sales in october 2022 ?,lookup_sales_data,3760,0.00019297333943127127,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_5\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_6,6,1,True,2,0,0,List top 10 stores by average transaction value during December 2021,analyzing_data,6025,0.00029219275508089254,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_6\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_6,6,1,True,2,0,0,List top 10 stores by average transaction value during December 2021,lookup_sales_data,3850,0.00018671238291476122,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_6\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_8,8,1,True,2,0,0,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",analyzing_data,4055,0.0008116247758694044,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_8\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_8,8,1,True,2,0,0,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",lookup_sales_data,4010,0.000802617842475046,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_8\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_9,9,1,True,2,0,0,Give me by SKU level the top 3 products in January 2022,analyzing_data,4881,0.00022201361141113715,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_9\stage_metrics.json
rep1_tstrue_bon2_t0_tmax_0_,test_9,9,1,True,2,0,0,Give me by SKU level the top 3 products in January 2022,lookup_sales_data,3596,0.0001635650372125485,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon2_t0_tmax_0_\test_9\stage_metrics.json
