experiment,test_dir,test_case,rep,two_stage_cot,best_of_n,t0,tmax,prompt,total_duration_ms_from_stages,total_emissions_kg_from_stage_metrics,stage_metrics_path,batch_times_duration_ms,batch_times_exit_code,codecarbon_timestamp,codecarbon_project_name,codecarbon_run_id,codecarbon_experiment_id,codecarbon_duration,codecarbon_emissions,codecarbon_energy_consumed,codecarbon_cpu_energy,codecarbon_gpu_energy,codecarbon_ram_energy
rep1_tstrue_bon2_t0_tmax0p15,test_1,1,1,True,2,0.0,0.15,What is the total sales in october 2022 ?,22857.0,2.9395103398993207e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_1\stage_metrics.json,25234,0,2026-01-31T05:51:32,SalesDataAgent,6a684b3e-16ff-4a19-9896-b7d82733450e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.09037945899763,2.566614648488841e-05,7.76073466968487e-05,4.345923324464635e-05,1.9166353693045083e-05,1.4981759759157286e-05
rep1_tstrue_bon2_t0_tmax0p15,test_2,2,1,True,2,0.0,0.15,How many units we sold in september 2022 ?,24407.0,3.4698152530522256e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_2\stage_metrics.json,24047,0,2026-01-31T02:42:04,SalesDataAgent,8d4ddc2a-278b-4f03-97c2-d35262428007,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,25.321160375002364,,,4.316439079239991e-05,,1.7760342225016456e-05
rep1_tstrue_bon2_t0_tmax0p15,test_3,3,1,True,2,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),35177.0,3.875612995358927e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_3\stage_metrics.json,33612,0,2026-01-31T02:42:44,SalesDataAgent,8a61bece-8fd6-402a-8624-7c829e3a425a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,36.00517633400159,2.5133842210126477e-05,7.599780541163914e-05,4.217873784967956e-05,1.2782830581112086e-05,2.1036236980847516e-05
rep1_tstrue_bon2_t0_tmax0p15,test_4,4,1,True,2,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,23657.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_4\stage_metrics.json,26809,0,2026-01-31T05:52:55,SalesDataAgent,6b31b9f9-2882-4b0a-8939-a2758798d54f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.88340579099895,2.4021185036030632e-05,7.263343705522721e-05,3.785090205633775e-05,2.031547531305899e-05,1.4467059685830463e-05
rep1_tstrue_bon2_t0_tmax0p15,test_5,5,1,True,2,0.0,0.15,Which store has the most sales in october 2022 ?,21390.0,3.4258714641190066e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_5\stage_metrics.json,18251,0,2026-01-31T04:24:21,SalesDataAgent,88481cfb-eed9-4d2b-b563-f68a05db782d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.479899541998748,2.015328898647e-05,6.093798640070997e-05,3.713361875103855e-05,8.258800427158273e-06,1.5545567222513152e-05
rep1_tstrue_bon2_t0_tmax0p15,test_6,6,1,True,2,0.0,0.15,List top 10 stores by average transaction value during December 2021,30319.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_6\stage_metrics.json,26787,0,2026-01-31T01:09:28,SalesDataAgent,a7f5b0be-b808-4e10-92a4-510b9c6d1a5f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,31.786109291002504,3.625106126472195e-05,0.0001096132090322,5.37441081470066e-05,3.60130759577289e-05,1.985602492749725e-05
rep1_tstrue_bon2_t0_tmax0p15,test_7,7,1,True,2,0.0,0.15,Show me in a bar plot the monthly sales in 2022,122036.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_7\stage_metrics.json,122984,0,2026-01-31T05:56:11,SalesDataAgent,b41a54fd-9d88-42da-a17a-cbc9ab765918,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,118.9754854999992,6.137954913002157e-05,0.0001855948243821,9.213929562265874e-05,4.030119063280592e-05,5.315433812670258e-05
rep1_tstrue_bon2_t0_tmax0p15,test_8,8,1,True,2,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",53888.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_8\stage_metrics.json,78767,0,2026-01-31T01:05:09,SalesDataAgent,64ebc8c5-209b-4474-974b-3c75468e9298,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,74.37457200000063,6.848802445259071e-05,0.0002070888928107,0.0001067604545534,5.8809098081404325e-05,4.151934017586124e-05
rep1_tstrue_bon2_t0_tmax0p15,test_9,9,1,True,2,0.0,0.15,Give me by SKU level the top 3 products in January 2022,28211.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_9\stage_metrics.json,33169,0,2026-01-31T04:31:12,SalesDataAgent,c277a81f-6451-4185-9145-266534b7747b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28.88786416700168,3.045471362981261e-05,9.20866527670481e-05,4.187632112873445e-05,3.113806938166369e-05,1.907226225664999e-05
rep1_tstrue_bon2_t0_tmax0p15,test_10,10,1,True,2,0.0,0.15,"Which stores sold more than 1000 items in December 2021? Show total and promo sales, then plot them with a visualization",,3.6125698259945026e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_10\stage_metrics.json,15786,0,2026-01-31 07:05:50,SalesDataAgent,2c518580-8113-4ad4-adba-29d6f75cfeea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,111.70569579199946,5.43254087925731e-05,0.0001642650499597,7.04759100992713e-05,4.302583489621088e-05,5.076330496422088e-05
rep1_tstrue_bon2_t0_tmax0p15,test_11,11,1,True,2,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",,3.213698054962283e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_11\stage_metrics.json,50112,0,2026-01-31 07:08:17,SalesDataAgent,a1d81247-5f65-48bb-a000-1fc0f6a997ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,143.4994586249959,6.835152269436304e-05,0.0002066761491493,8.28500599963526e-05,5.930680925466364e-05,6.451927989829833e-05
rep1_tstrue_bon3_t0_tmax0p15,test_1,1,1,True,3,0.0,0.15,What is the total sales in october 2022 ?,24795.0,4.0887804346649666e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_1\stage_metrics.json,25234,0,2026-01-31T02:41:35,SalesDataAgent,0de612e1-6a45-4583-ab6f-b6855ee0480d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,24.814849916998355,2.578846205246974e-05,7.797719523119315e-05,4.0266045246979466e-05,2.1895265785049307e-05,1.5815884199164427e-05
rep1_tstrue_bon3_t0_tmax0p15,test_2,2,1,True,3,0.0,0.15,How many units we sold in september 2022 ?,28033.0,4.873247276981624e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_2\stage_metrics.json,29385,0,2026-01-31T06:20:33,SalesDataAgent,0b7e9a1c-24bd-48e2-b671-ce7de07e944c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28.97839474999637,2.466889632499856e-05,7.459193731517051e-05,3.3407655841193033e-05,2.2724390572309816e-05,1.8459890901667672e-05
rep1_tstrue_bon3_t0_tmax0p15,test_3,3,1,True,3,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),28724.0,5.37621349550454e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_3\stage_metrics.json,30890,0,2026-01-31T05:52:28,SalesDataAgent,12fbea2d-fd26-415f-97a9-9c4506d74942,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29.13141633300256,2.434539680402063e-05,7.361376400444073e-05,3.7310435102276406e-05,1.911679758213684e-05,1.718653132002752e-05
rep1_tstrue_bon3_t0_tmax0p15,test_4,4,1,True,3,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,26542.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_4\stage_metrics.json,26809,0,2026-01-31T01:08:25,SalesDataAgent,2c95f390-460f-470d-bf3a-b85a853ef444,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,24.91653020800004,3.0802443175009895e-05,9.3138090986913e-05,5.431406301478996e-05,2.1621860405451383e-05,1.7202167566671665e-05
rep1_tstrue_bon3_t0_tmax0p15,test_5,5,1,True,3,0.0,0.15,Which store has the most sales in october 2022 ?,23126.0,5.2695310293091104e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_5\stage_metrics.json,26260,0,2026-01-31T05:53:22,SalesDataAgent,7332bb2c-f1c4-4b63-a667-1cf35b2b765e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23.309061749998364,2.027216533793359e-05,6.129743569425791e-05,3.686051861827212e-05,8.592485510996629e-06,1.584443156498916e-05
rep1_tstrue_bon3_t0_tmax0p15,test_6,6,1,True,3,0.0,0.15,List top 10 stores by average transaction value during December 2021,29059.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_6\stage_metrics.json,26787,0,2026-01-31T01:09:28,SalesDataAgent,a7f5b0be-b808-4e10-92a4-510b9c6d1a5f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,31.786109291002504,3.625106126472195e-05,0.0001096132090322,5.37441081470066e-05,3.60130759577289e-05,1.985602492749725e-05
rep1_tstrue_bon3_t0_tmax0p15,test_7,7,1,True,3,0.0,0.15,Show me in a bar plot the monthly sales in 2022,95388.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_7\stage_metrics.json,98003,0,2026-01-31T01:11:06,SalesDataAgent,dca4e77f-7910-4369-b82f-19e5916519e7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,93.72032087499974,7.445060851952735e-05,0.0002251181021883,0.0001128073911261,6.786109669305693e-05,4.444961436917463e-05
rep1_tstrue_bon3_t0_tmax0p15,test_8,8,1,True,3,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",50731.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_8\stage_metrics.json,78767,0,2026-01-31T01:05:09,SalesDataAgent,64ebc8c5-209b-4474-974b-3c75468e9298,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,74.37457200000063,6.848802445259071e-05,0.0002070888928107,0.0001067604545534,5.8809098081404325e-05,4.151934017586124e-05
rep1_tstrue_bon3_t0_tmax0p15,test_9,9,1,True,3,0.0,0.15,Give me by SKU level the top 3 products in January 2022,28101.0,6.206984280370523e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_9\stage_metrics.json,33169,0,2026-01-31T04:31:12,SalesDataAgent,c277a81f-6451-4185-9145-266534b7747b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28.88786416700168,3.045471362981261e-05,9.20866527670481e-05,4.187632112873445e-05,3.113806938166369e-05,1.907226225664999e-05
rep1_tstrue_bon3_t0_tmax0p15,test_10,10,1,True,3,0.0,0.15,"Which stores sold more than 1000 items in December 2021? Show total and promo sales, then plot them with a visualization",118343.0,0.00012459110833763155,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_10\stage_metrics.json,115915,0,2026-01-31T04:13:17,SalesDataAgent,6f4372a0-246f-4d6c-af62-c462e8414f40,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,122.68659574999764,5.011269170207233e-05,0.0001515269555998,6.598830119744949e-05,3.590748588741549e-05,4.963116851498853e-05
rep1_tstrue_bon3_t0_tmax0p15,test_11,11,1,True,3,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",,4.735253216771288e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_11\stage_metrics.json,50112,0,2026-01-31 07:08:17,SalesDataAgent,a1d81247-5f65-48bb-a000-1fc0f6a997ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,143.4994586249959,6.835152269436304e-05,0.0002066761491493,8.28500599963526e-05,5.930680925466364e-05,6.451927989829833e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_1,1,2,False,1,0.0,0.15,What is the total sales in october 2022 ?,3367.0,1.2956833325478884e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_1\stage_metrics.json,18050,0,2026-01-31T04:15:46,SalesDataAgent,b9431540-5e0f-49b8-8c3c-068ad12664f4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.061322667002967,1.401228649326524e-05,4.236928892066727e-05,2.483722118072451e-05,6.425768154946934e-06,1.110629958499582e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_2,2,2,False,1,0.0,0.15,How many units we sold in september 2022 ?,2862.0,1.3945241601710825e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_2\stage_metrics.json,16544,0,2026-01-31T01:01:45,SalesDataAgent,6e6bb63c-5ac0-49bc-b414-33ffaa8d60af,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.105523958001868,1.7505444647236026e-05,5.293163555426685e-05,3.2479320675416016e-05,9.91109918636168e-06,1.0541215692489158e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_3,3,2,False,1,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),4391.0,1.8851761963415106e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_3\stage_metrics.json,19389,0,2026-01-31T01:02:05,SalesDataAgent,50c02cb1-1f11-42bb-b5ed-644a506ff3b4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.225072499997625,2.2214882745724683e-05,6.717167721661561e-05,3.146414858952301e-05,2.3547315640431425e-05,1.216021298666116e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_4,4,2,False,1,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,3453.0,1.8352202993081535e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_4\stage_metrics.json,16833,0,2026-01-31T05:45:47,SalesDataAgent,14d60116-8136-4396-b2fb-dcbef235aa25,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.130490582996572,1.834518725347586e-05,5.547078554380426e-05,3.357376503435238e-05,1.0022766516957347e-05,1.1874253992494536e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_5,5,2,False,1,0.0,0.15,Which store has the most sales in october 2022 ?,3397.0,1.6568075423619947e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_5\stage_metrics.json,16813,0,2026-01-31T05:46:04,SalesDataAgent,233bfd74-bf4a-4aed-a84e-30c3e92aa5fe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.984682292000798,1.7480619610141212e-05,5.285657149033682e-05,3.231090148390658e-05,9.031991393917744e-06,1.1513678612512497e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_6,6,2,False,1,0.0,0.15,List top 10 stores by average transaction value during December 2021,9070.0,2.2512248744118365e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_6\stage_metrics.json,23175,0,2026-01-31T01:03:04,SalesDataAgent,489c6a35-7a42-49c5-88f8-121db7fa89b5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.74938549999933,2.463202776669653e-05,7.448045696544043e-05,3.770274713692047e-05,2.2526157084335896e-05,1.4251552744184062e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_7,7,2,False,1,0.0,0.15,Show me in a bar plot the monthly sales in 2022,38439.0,3.238674914953421e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_7\stage_metrics.json,45480,0,2026-01-31T06:23:57,SalesDataAgent,1ddfdd51-9acb-47e3-9e02-13e91613dd63,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,41.44668745799572,2.865163308303161e-05,8.663463459210448e-05,3.6882552376903566e-05,2.6563697251865595e-05,2.318838496333531e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_8,8,2,False,1,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",66717.0,5.8569071061157475e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_8\stage_metrics.json,78767,0,2026-01-31T01:05:09,SalesDataAgent,64ebc8c5-209b-4474-974b-3c75468e9298,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,74.37457200000063,6.848802445259071e-05,0.0002070888928107,0.0001067604545534,5.8809098081404325e-05,4.151934017586124e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_9,9,2,False,1,0.0,0.15,Give me by SKU level the top 3 products in January 2022,5675.0,2.2727146758964466e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_9\stage_metrics.json,20169,0,2026-01-31T01:05:30,SalesDataAgent,75f66e68-97dc-4193-b90f-15a8c3b50fb2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.979335957999863,2.4369076704344573e-05,7.368536549067354e-05,3.237083869272551e-05,2.862427530379772e-05,1.2690251494150287e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_10,10,2,False,1,0.0,0.15,"Which stores sold more than 1000 items in December 2021? Show total and promo sales, then plot them with a visualization",,1.9420584395517574e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_10\stage_metrics.json,15786,0,2026-01-31 07:05:50,SalesDataAgent,2c518580-8113-4ad4-adba-29d6f75cfeea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,111.70569579199946,5.43254087925731e-05,0.0001642650499597,7.04759100992713e-05,4.302583489621088e-05,5.076330496422088e-05
rep2_tsfalse_bon1_t0_tmax0p15,test_11,11,2,False,1,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",47727.0,2.934966584973771e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_11\stage_metrics.json,47814,0,2026-01-31T01:06:35,SalesDataAgent,49235bc2-e838-495d-bd8e-c9c5b69dd71f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,46.1290950420007,4.555032106738405e-05,0.0001377316053779,5.741263342079378e-05,5.456966858962155e-05,2.5749303367532176e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_1,1,2,False,2,0.0,0.15,What is the total sales in october 2022 ?,2908.0,2.578846205246974e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_1\stage_metrics.json,18050,0,2026-01-31T04:15:46,SalesDataAgent,b9431540-5e0f-49b8-8c3c-068ad12664f4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.061322667002967,1.401228649326524e-05,4.236928892066727e-05,2.483722118072451e-05,6.425768154946934e-06,1.110629958499582e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_2,2,2,False,2,0.0,0.15,How many units we sold in september 2022 ?,2924.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_2\stage_metrics.json,16544,0,2026-01-31T01:01:45,SalesDataAgent,6e6bb63c-5ac0-49bc-b414-33ffaa8d60af,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.105523958001868,1.7505444647236026e-05,5.293163555426685e-05,3.2479320675416016e-05,9.91109918636168e-06,1.0541215692489158e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_3,3,2,False,2,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),5274.0,2.5133842210126473e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_3\stage_metrics.json,19389,0,2026-01-31T01:02:05,SalesDataAgent,50c02cb1-1f11-42bb-b5ed-644a506ff3b4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.225072499997625,2.2214882745724683e-05,6.717167721661561e-05,3.146414858952301e-05,2.3547315640431425e-05,1.216021298666116e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_4,4,2,False,2,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,4535.0,2.2955865442267007e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_4\stage_metrics.json,16833,0,2026-01-31T05:45:47,SalesDataAgent,14d60116-8136-4396-b2fb-dcbef235aa25,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.130490582996572,1.834518725347586e-05,5.547078554380426e-05,3.357376503435238e-05,1.0022766516957347e-05,1.1874253992494536e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_5,5,2,False,2,0.0,0.15,Which store has the most sales in october 2022 ?,5001.0,1.9822613526784767e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_5\stage_metrics.json,16813,0,2026-01-31T05:46:04,SalesDataAgent,233bfd74-bf4a-4aed-a84e-30c3e92aa5fe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.984682292000798,1.7480619610141212e-05,5.285657149033682e-05,3.231090148390658e-05,9.031991393917744e-06,1.1513678612512497e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_6,6,2,False,2,0.0,0.15,List top 10 stores by average transaction value during December 2021,11470.0,2.777342584435368e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_6\stage_metrics.json,23175,0,2026-01-31T01:03:04,SalesDataAgent,489c6a35-7a42-49c5-88f8-121db7fa89b5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.74938549999933,2.463202776669653e-05,7.448045696544043e-05,3.770274713692047e-05,2.2526157084335896e-05,1.4251552744184062e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_7,7,2,False,2,0.0,0.15,Show me in a bar plot the monthly sales in 2022,51121.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_7\stage_metrics.json,49901,0,2026-01-31T01:40:10,SalesDataAgent,8dea3316-28a8-437e-9fce-8dcc614985b0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,45.37045383400255,,,3.737728040714857e-05,,2.4236667087504125e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_8,8,2,False,2,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",68021.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_8\stage_metrics.json,78767,0,2026-01-31T01:05:09,SalesDataAgent,64ebc8c5-209b-4474-974b-3c75468e9298,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,74.37457200000063,6.848802445259071e-05,0.0002070888928107,0.0001067604545534,5.8809098081404325e-05,4.151934017586124e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_9,9,2,False,2,0.0,0.15,Give me by SKU level the top 3 products in January 2022,7341.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_9\stage_metrics.json,20169,0,2026-01-31T01:05:30,SalesDataAgent,75f66e68-97dc-4193-b90f-15a8c3b50fb2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.979335957999863,2.4369076704344573e-05,7.368536549067354e-05,3.237083869272551e-05,2.862427530379772e-05,1.2690251494150287e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_10,10,2,False,2,0.0,0.15,"Which stores sold more than 1000 items in December 2021? Show total and promo sales, then plot them with a visualization",,2.229392544578315e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_10\stage_metrics.json,15786,0,2026-01-31 07:05:50,SalesDataAgent,2c518580-8113-4ad4-adba-29d6f75cfeea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,111.70569579199946,5.43254087925731e-05,0.0001642650499597,7.04759100992713e-05,4.302583489621088e-05,5.076330496422088e-05
rep2_tsfalse_bon2_t0_tmax0p15,test_11,11,2,False,2,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",50989.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_11\stage_metrics.json,50112,0,2026-01-31T01:44:21,SalesDataAgent,dd36aa4d-0e33-4dc2-bf65-c27c2a61e24f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,51.34739216700109,2.425542342653404e-05,7.334170933101324e-05,2.6364699142399373e-05,2.5344529007785165e-05,2.163248118082871e-05
rep2_tsfalse_bon3_t0_tmax0p15,test_1,1,2,False,3,0.0,0.15,What is the total sales in october 2022 ?,3283.0,3.424043270082811e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon3_t0_tmax0p15\test_1\stage_metrics.json,18050,0,2026-01-31T04:15:46,SalesDataAgent,b9431540-5e0f-49b8-8c3c-068ad12664f4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.061322667002967,1.401228649326524e-05,4.236928892066727e-05,2.483722118072451e-05,6.425768154946934e-06,1.110629958499582e-05
