Store_Number,SKU_Coded,Product_Class_Code,Sold_Date,Qty_Sold,Total_Sale_Value,On_Promo
4289,2090,6177600,22800,2021-11-25,2,31.580000,0
4290,3300,6177600,22800,2021-11-25,1,15.790000,0
4291,3410,6177600,22800,2021-11-25,1,15.790000,0
4292,2970,6177600,22800,2021-11-25,1,15.790000,0
4293,660,6177600,22800,2021-11-26,1,15.790000,0
4294,880,6177600,22800,2021-11-27,1,15.790000,0
4295,2090,6177600,22800,2021-11-27,4,63.160000,0
4296,3080,6177600,22800,2021-11-27,1,15.790000,0
4297,2310,6177600,22800,2021-11-28,1,15.790000,0
4298,2090,6177600,22800,2021-11-28,1,15.790000,0
4299,3410,6177600,22800,2021-11-28,1,15.790000,0
4300,3300,6177600,22800,2021-11-28,1,15.790000,0
4301,1870,6177600,22800,2021-11-29,2,31.580000,0
4302,3630,6177600,22800,2021-11-29,1,15.790000,0
4303,4840,6177600,22800,2021-11-30,1,15.790000,0
4304,1210,6177600,22800,2021-11-30,1,15.790000,0
4305,4070,6177600,22800,2021-11-30,1,15.790000,0
4306,990,6177600,22800,2021-11-30,2,31.580000,0
4307,2200,6177650,22875,2021-11-01,1,3.190000,0
4308,1760,6177650,22875,2021-11-01,1,3.190000,0
4309,2640,6177650,22875,2021-11-02,1,3.190000,0
4310,2090,6177650,22875,2021-11-04,1,3.190000,0
4311,3300,6177650,22875,2021-11-04,1,3.190000,0
4312,2970,6177650,22875,2021-11-04,1,3.190000,0
4313,3410,6177650,22875,2021-11-04,1,3.190000,0
4314,2200,6177650,22875,2021-11-04,1,3.190000,0
4315,3300,6177650,22875,2021-11-05,2,6.380000,0
4316,2310,6177650,22875,2021-11-05,1,3.190000,0
4317,3630,6177650,22875,2021-11-05,1,3.190000,0
4318,1650,6177650,22875,2021-11-06,2,6.380000,0
4319,880,6177650,22875,2021-11-06,2,6.380000,0
4320,550,6177650,22875,2021-11-06,3,9.570000,0
4321,1540,6177650,22875,2021-11-06,1,3.190000,0
4322,1320,6177650,22875,2021-11-06,1,3.190000,0
4323,2200,6177650,22875,2021-11-07,1,3.190000,0
4324,880,6177650,22875,2021-11-07,1,3.190000,0
4325,660,6177650,22875,2021-11-07,2,6.380000,0
4326,1100,6177650,22875,2021-11-08,2,6.380000,0
4327,1210,6177650,22875,2021-11-08,1,3.190000,0
4328,1870,6177650,22875,2021-11-09,1,3.190000,0
4329,3300,6177650,22875,2021-11-09,1,3.190000,0
4330,3300,6177650,22875,2021-11-11,1,3.190000,0
4331,660,6177650,22875,2021-11-11,1,3.190000,0
4332,3190,6177650,22875,2021-11-11,1,3.190000,0
4333,2310,6177650,22875,2021-11-11,1,3.190000,0
4334,990,6177650,22875,2021-11-11,1,3.190000,0
4335,1320,6177650,22875,2021-11-11,1,3.190000,0
4336,880,6177650,22875,2021-11-11,1,3.190000,0
4337,770,6177650,22875,2021-11-11,1,3.190000,0
4338,4070,6177650,22875,2021-11-12,1,3.190000,0
4339,3080,6177650,22875,2021-11-12,1,3.190000,0
4340,1870,6177650,22875,2021-11-13,1,3.190000,0
4341,1320,6177650,22875,2021-11-13,1,3.190000,0
4342,2090,6177650,22875,2021-11-13,2,6.380000,0
4343,4070,6177650,22875,2021-11-14,2,6.380000,0
4344,4180,6177650,22875,2021-11-14,1,3.190000,0
4345,1870,6177650,22875,2021-11-15,1,3.190000,0
4346,2200,6177650,22875,2021-11-16,1,3.190000,0
4347,1870,6177650,22875,2021-11-16,2,6.380000,0
4348,1870,6177650,22875,2021-11-17,2,6.380000,0
4349,2420,6177650,22875,2021-11-18,1,3.190000,0
4350,2200,6177650,22875,2021-11-18,1,3.190000,0
4351,1210,6177650,22875,2021-11-18,4,12.760000,0
4352,3300,6177650,22875,2021-11-18,1,3.190000,0
4353,2530,6177650,22875,2021-11-18,3,9.570000,0
4354,660,6177650,22875,2021-11-19,1,3.190000,0
4355,2200,6177650,22875,2021-11-19,1,3.190000,0
4356,880,6177650,22875,2021-11-19,1,3.190000,0
4357,1870,6177650,22875,2021-11-19,1,3.190000,0
4358,1320,6177650,22875,2021-11-20,3,9.570000,0
4359,1870,6177650,22875,2021-11-20,1,3.190000,0
4360,3410,6177650,22875,2021-11-22,1,3.190000,0
4361,550,6177650,22875,2021-11-22,2,6.380000,0
4362,2420,6177650,22875,2021-11-23,1,3.190000,0
4363,2640,6177650,22875,2021-11-23,1,3.190000,0
4364,550,6177650,22875,2021-11-23,1,3.190000,0
4365,990,6177650,22875,2021-11-23,2,6.380000,0
4366,1540,6177650,22875,2021-11-23,1,3.190000,0
4367,3300,6177650,22875,2021-11-25,1,3.190000,0
4368,2090,6177650,22875,2021-11-25,1,3.190000,0
4369,1650,6177650,22875,2021-11-25,1,3.190000,0
4370,1870,6177650,22875,2021-11-25,1,3.190000,0
4371,1540,6177650,22875,2021-11-25,1,3.190000,0
4372,2420,6177650,22875,2021-11-26,1,3.190000,0
4373,1100,6177650,22875,2021-11-26,1,3.190000,0
4374,660,6177650,22875,2021-11-26,1,3.190000,0
4375,330,6177650,22875,2021-11-26,1,3.190000,0
4376,1760,6177650,22875,2021-11-26,2,6.380000,0
4377,1870,6177650,22875,2021-11-27,2,6.380000,0
4378,2200,6177650,22875,2021-11-27,1,3.190000,0
4379,1650,6177650,22875,2021-11-27,1,3.190000,0
4380,2200,6177650,22875,2021-11-28,2,6.380000,0
4381,330,6177650,22875,2021-11-28,1,3.190000,0
4382,3630,6177650,22875,2021-11-28,1,3.190000,0
4383,3300,6177650,22875,2021-11-28,1,3.190000,0
4384,1210,6177650,22875,2021-11-29,1,3.190000,0
4385,1650,6177650,22875,2021-11-29,1,3.190000,0
4386,770,6177650,22875,2021-11-30,1,3.190000,0
4387,3740,6177650,22875,2021-11-30,2,6.380000,0
4388,330,6177650,22875,2021-11-30,1,3.190000,0
4389,550,6177650,22875,2021-11-30,2,6.380000,0
4390,1210,6177700,22875,2021-11-01,2,6.380000,0
4391,1320,6177700,22875,2021-11-01,1,3.190000,0
4392,4070,6177700,22875,2021-11-01,1,3.190000,0
4393,990,6177700,22875,2021-11-01,1,3.190000,0
4394,2310,6177700,22875,2021-11-02,1,3.190000,0
4395,1320,6177700,22875,2021-11-02,1,3.190000,0
4396,3300,6177700,22875,2021-11-02,1,3.190000,0
4397,2750,6177700,22875,2021-11-02,1,3.190000,0
4398,1870,6177700,22875,2021-11-03,1,3.190000,0
4399,2970,6177700,22875,2021-11-03,1,3.190000,0
4400,1760,6177700,22875,2021-11-03,3,9.570000,0
4401,3190,6177700,22875,2021-11-03,1,3.190000,0
4402,2420,6177700,22875,2021-11-04,1,3.190000,0
4403,1760,6177700,22875,2021-11-04,1,3.190000,0
4404,4730,6177700,22875,2021-11-04,2,6.380000,0
4405,770,6177700,22875,2021-11-05,2,6.380000,0
4406,2200,6177700,22875,2021-11-05,1,3.190000,0
4407,3630,6177700,22875,2021-11-05,1,3.190000,0
4408,1540,6177700,22875,2021-11-05,2,6.380000,0
4409,880,6177700,22875,2021-11-05,1,3.190000,0
4410,2970,6177700,22875,2021-11-06,1,3.190000,0
4411,4730,6177700,22875,2021-11-06,1,3.190000,0
4412,1650,6177700,22875,2021-11-06,1,3.190000,0
4413,3190,6177700,22875,2021-11-06,1,3.190000,0
4414,1760,6177700,22875,2021-11-07,1,3.190000,0
4415,660,6177700,22875,2021-11-07,1,3.190000,0
4416,1100,6177700,22875,2021-11-08,1,3.190000,0
4417,2200,6177700,22875,2021-11-08,2,6.380000,0
4418,4730,6177700,22875,2021-11-08,1,3.190000,0
4419,3080,6177700,22875,2021-11-08,2,6.380000,0
4420,1540,6177700,22875,2021-11-08,1,3.190000,0
4421,1210,6177700,22875,2021-11-08,2,6.380000,0
4422,3080,6177700,22875,2021-11-09,1,3.190000,0
4423,2970,6177700,22875,2021-11-09,1,3.190000,0
4424,1650,6177700,22875,2021-11-09,1,3.190000,0
4425,2200,6177700,22875,2021-11-09,1,3.190000,0
4426,1540,6177700,22875,2021-11-09,4,12.760000,0
4427,4070,6177700,22875,2021-11-10,2,6.380000,0
4428,1870,6177700,22875,2021-11-10,3,9.570000,0
4429,990,6177700,22875,2021-11-10,1,3.190000,0
4430,1210,6177700,22875,2021-11-10,2,6.380000,0
4431,330,6177700,22875,2021-11-10,2,6.380000,0
4432,4730,6177700,22875,2021-11-10,1,3.190000,0
4433,2750,6177700,22875,2021-11-11,2,6.380000,0
4434,3300,6177700,22875,2021-11-11,1,3.190000,0
4435,1210,6177700,22875,2021-11-11,5,15.950000,0
4436,770,6177700,22875,2021-11-11,1,3.190000,0
4437,330,6177700,22875,2021-11-12,1,3.190000,0
4438,1650,6177700,22875,2021-11-12,1,3.190000,0
4439,770,6177700,22875,2021-11-12,1,3.190000,0
4440,4840,6177700,22875,2021-11-12,2,6.380000,0
4441,2200,6177700,22875,2021-11-13,2,6.380000,0
4442,1760,6177700,22875,2021-11-13,1,3.190000,0
4443,1210,6177700,22875,2021-11-13,1,3.190000,0
4444,880,6177700,22875,2021-11-13,1,3.190000,0
4445,2640,6177700,22875,2021-11-13,1,3.190000,0
4446,880,6177700,22875,2021-11-14,1,3.190000,0
4447,2750,6177700,22875,2021-11-14,1,3.190000,0
4448,2640,6177700,22875,2021-11-14,1,3.190000,0
4449,3080,6177700,22875,2021-11-14,1,3.190000,0
4450,330,6177700,22875,2021-11-14,1,3.190000,0
4451,4070,6177700,22875,2021-11-14,1,3.190000,0
4452,880,6177700,22875,2021-11-15,2,6.380000,0
4453,550,6177700,22875,2021-11-15,1,3.190000,0
4454,330,6177700,22875,2021-11-15,2,6.380000,0
4455,1540,6177700,22875,2021-11-15,2,6.380000,0
4456,1980,6177700,22875,2021-11-16,1,3.190000,0
4457,2090,6177700,22875,2021-11-16,1,3.190000,0
4458,1320,6177700,22875,2021-11-16,3,9.570000,0
4459,2200,6177700,22875,2021-11-16,1,3.190000,0
4460,990,6177700,22875,2021-11-16,1,3.190000,0
4461,1540,6177700,22875,2021-11-16,1,3.190000,0
4462,880,6177700,22875,2021-11-17,1,3.190000,0
4463,550,6177700,22875,2021-11-17,1,3.190000,0
4464,2530,6177700,22875,2021-11-18,3,9.570000,0
4465,1650,6177700,22875,2021-11-18,2,6.380000,0
4466,660,6177700,22875,2021-11-18,2,6.380000,0
4467,2200,6177700,22875,2021-11-18,1,3.190000,0
4468,2750,6177700,22875,2021-11-18,1,3.190000,0
4469,3080,6177700,22875,2021-11-19,1,3.190000,0
4470,1980,6177700,22875,2021-11-19,1,3.190000,0
4471,2200,6177700,22875,2021-11-19,1,3.190000,0
4472,3410,6177700,22875,2021-11-19,1,3.190000,0
4473,1870,6177700,22875,2021-11-19,3,9.570000,0
4474,2970,6177700,22875,2021-11-19,1,3.190000,0
4475,880,6177700,22875,2021-11-19,2,6.380000,0
4476,3410,6177700,22875,2021-11-20,4,12.760000,0
4477,330,6177700,22875,2021-11-20,1,3.190000,0
4478,1320,6177700,22875,2021-11-20,4,12.760000,0
4479,1210,6177700,22875,2021-11-20,1,3.190000,0
4480,3740,6177700,22875,2021-11-20,1,3.190000,0
4481,2750,6177700,22875,2021-11-21,1,3.190000,0
4482,1650,6177700,22875,2021-11-21,1,3.190000,0
4483,1100,6177700,22875,2021-11-21,1,3.190000,0
4484,2310,6177700,22875,2021-11-22,1,3.190000,0
4485,3630,6177700,22875,2021-11-22,1,3.190000,0
4486,2200,6177700,22875,2021-11-22,1,3.190000,0
4487,2200,6177700,22875,2021-11-23,2,6.380000,0
4488,1980,6177700,22875,2021-11-23,1,3.190000,0
4489,1540,6177700,22875,2021-11-23,1,3.190000,0
4490,2090,6177700,22875,2021-11-25,2,6.380000,0
4491,2750,6177700,22875,2021-11-25,1,3.190000,0
4492,550,6177700,22875,2021-11-25,1,3.190000,0
4493,2200,6177700,22875,2021-11-25,1,3.190000,0
4494,2640,6177700,22875,2021-11-25,1,3.190000,0
4495,1650,6177700,22875,2021-11-26,1,3.190000,0
4496,550,6177700,22875,2021-11-26,1,3.190000,0
4497,880,6177700,22875,2021-11-26,1,3.190000,0
4498,1100,6177700,22875,2021-11-26,1,3.190000,0
4499,2750,6177700,22875,2021-11-26,2,6.380000,0
4500,330,6177700,22875,2021-11-26,2,6.380000,0
4501,2420,6177700,22875,2021-11-26,1,3.190000,0
4502,3080,6177700,22875,2021-11-27,1,3.190000,0
4503,1870,6177700,22875,2021-11-27,2,6.380000,0
4504,1210,6177700,22875,2021-11-27,2,6.380000,0
4505,1540,6177700,22875,2021-11-27,1,3.190000,0
4506,880,6177700,22875,2021-11-27,2,6.380000,0
4507,1210,6177700,22875,2021-11-28,1,3.190000,0
4508,770,6177700,22875,2021-11-28,1,3.190000,0
4509,4840,6177700,22875,2021-11-28,2,6.380000,0
4510,1100,6177700,22875,2021-11-28,1,3.190000,0
4511,1320,6177700,22875,2021-11-29,2,6.380000,0
4512,880,6177700,22875,2021-11-29,1,3.190000,0
4513,1870,6177700,22875,2021-11-29,1,3.190000,0
4514,2640,6177700,22875,2021-11-30,1,3.190000,0
4515,1210,6177700,22875,2021-11-30,1,3.190000,0
4516,3190,6177750,22875,2021-11-01,1,1.990000,0
4517,1650,6177750,22875,2021-11-01,2,3.980000,0
4518,2090,6177750,22875,2021-11-01,2,3.980000,0
4519,3630,6177750,22875,2021-11-01,1,1.990000,0
4520,4070,6177750,22875,2021-11-01,2,3.980000,0
4521,3410,6177750,22875,2021-11-01,2,3.980000,0
4522,2420,6177750,22875,2021-11-01,2,3.980000,0
4523,2200,6177750,22875,2021-11-01,3,5.970000,0
4524,1210,6177750,22875,2021-11-01,1,1.590000,0
4525,4730,6177750,22875,2021-11-01,5,9.950000,0
4526,1540,6177750,22875,2021-11-01,3,5.970000,0
4527,2970,6177750,22875,2021-11-01,1,1.990000,0
4528,2310,6177750,22875,2021-11-02,1,1.990000,0
4529,2970,6177750,22875,2021-11-02,1,1.990000,0
4530,2090,6177750,22875,2021-11-02,1,1.990000,0
4531,1870,6177750,22875,2021-11-02,1,1.990000,0
4532,770,6177750,22875,2021-11-02,2,3.180000,0
4533,1540,6177750,22875,2021-11-02,1,1.990000,0
4534,2530,6177750,22875,2021-11-02,2,3.980000,0
4535,4730,6177750,22875,2021-11-02,1,1.990000,0
4536,770,6177750,22875,2021-11-03,2,3.180000,0
4537,3190,6177750,22875,2021-11-03,2,3.980000,0
4538,1320,6177750,22875,2021-11-03,1,1.990000,0
4539,1210,6177750,22875,2021-11-03,1,1.590000,0
4540,1100,6177750,22875,2021-11-03,3,4.770000,0
4541,2970,6177750,22875,2021-11-03,1,1.990000,0
4542,1870,6177750,22875,2021-11-03,4,7.960000,0
4543,550,6177750,22875,2021-11-03,2,3.180000,0
4544,3190,6177750,22875,2021-11-04,1,1.990000,0
4545,4730,6177750,22875,2021-11-04,1,1.990000,0
4546,2750,6177750,22875,2021-11-04,3,5.970000,0
4547,1870,6177750,22875,2021-11-04,2,3.980000,0
4548,1210,6177750,22875,2021-11-04,2,3.180000,0
4549,1650,6177750,22875,2021-11-04,3,5.970000,0
4550,1100,6177750,22875,2021-11-04,1,1.590000,0
4551,550,6177750,22875,2021-11-04,1,1.590000,0
4552,2310,6177750,22875,2021-11-04,1,1.990000,0
4553,2970,6177750,22875,2021-11-04,3,5.970000,0
4554,770,6177750,22875,2021-11-04,2,3.180000,0
4555,2090,6177750,22875,2021-11-04,1,1.990000,0
4556,1320,6177750,22875,2021-11-04,1,1.990000,0
4557,4070,6177750,22875,2021-11-05,4,7.960000,0
4558,3190,6177750,22875,2021-11-05,4,7.960000,0
4559,2310,6177750,22875,2021-11-05,2,3.980000,0
4560,1210,6177750,22875,2021-11-05,3,4.770000,0
4561,1320,6177750,22875,2021-11-05,3,5.970000,0
4562,2970,6177750,22875,2021-11-05,2,3.980000,0
4563,2090,6177750,22875,2021-11-05,1,1.990000,0
4564,990,6177750,22875,2021-11-05,2,3.980000,0
4565,660,6177750,22875,2021-11-05,2,3.980000,0
4566,2640,6177750,22875,2021-11-05,4,7.960000,0
4567,1980,6177750,22875,2021-11-05,1,1.990000,0
4568,3410,6177750,22875,2021-11-05,2,3.980000,0
4569,4180,6177750,22875,2021-11-05,3,5.970000,0
4570,1540,6177750,22875,2021-11-05,3,5.970000,0
4571,1100,6177750,22875,2021-11-06,1,1.590000,0
4572,2420,6177750,22875,2021-11-06,1,1.990000,0
4573,1870,6177750,22875,2021-11-06,1,1.990000,0
4574,1210,6177750,22875,2021-11-06,4,6.360000,0
4575,660,6177750,22875,2021-11-06,1,1.990000,0
4576,550,6177750,22875,2021-11-06,5,7.950000,0
4577,2530,6177750,22875,2021-11-06,1,1.990000,0
4578,2200,6177750,22875,2021-11-06,1,1.990000,0
4579,1320,6177750,22875,2021-11-06,1,1.990000,0
4580,2970,6177750,22875,2021-11-07,4,7.960000,0
4581,2640,6177750,22875,2021-11-07,1,1.990000,0
4582,3190,6177750,22875,2021-11-07,2,3.980000,0
4583,2530,6177750,22875,2021-11-07,1,1.990000,0
4584,4730,6177750,22875,2021-11-07,1,1.990000,0
4585,1650,6177750,22875,2021-11-07,1,1.990000,0
4586,1760,6177750,22875,2021-11-07,3,5.970000,0
4587,1210,6177750,22875,2021-11-07,1,1.590000,0
4588,2090,6177750,22875,2021-11-07,1,1.990000,0
4589,3410,6177750,22875,2021-11-07,2,3.980000,0
4590,4400,6177750,22875,2021-11-07,4,7.960000,0
4591,1540,6177750,22875,2021-11-07,1,1.990000,0
4592,2310,6177750,22875,2021-11-07,6,11.940000,0
4593,1320,6177750,22875,2021-11-07,1,1.990000,0
4594,3410,6177750,22875,2021-11-08,2,3.980000,0
4595,2970,6177750,22875,2021-11-08,2,3.980000,0
4596,4070,6177750,22875,2021-11-08,2,3.980000,0
4597,1320,6177750,22875,2021-11-08,1,1.990000,0
4598,1870,6177750,22875,2021-11-08,1,1.990000,0
4599,3740,6177750,22875,2021-11-08,1,1.990000,0
4600,4180,6177750,22875,2021-11-08,1,1.990000,0
4601,1650,6177750,22875,2021-11-08,1,1.990000,0
4602,2310,6177750,22875,2021-11-08,1,1.990000,0
4603,1210,6177750,22875,2021-11-08,1,1.590000,0
4604,1100,6177750,22875,2021-11-08,2,3.180000,0
4605,550,6177750,22875,2021-11-08,1,1.590000,0
4606,990,6177750,22875,2021-11-08,5,9.950000,0
4607,1540,6177750,22875,2021-11-08,1,1.990000,0
4608,1870,6177750,22875,2021-11-09,5,9.950000,0
4609,2420,6177750,22875,2021-11-09,1,1.990000,0
4610,990,6177750,22875,2021-11-09,2,3.980000,0
4611,1210,6177750,22875,2021-11-09,2,3.180000,0
4612,3630,6177750,22875,2021-11-09,1,1.990000,0
4613,4070,6177750,22875,2021-11-09,2,3.980000,0
4614,3190,6177750,22875,2021-11-09,1,1.990000,0
4615,660,6177750,22875,2021-11-09,2,3.980000,0
4616,1540,6177750,22875,2021-11-09,1,1.990000,0
4617,2640,6177750,22875,2021-11-09,2,3.980000,0
4618,2090,6177750,22875,2021-11-10,4,7.960000,0
4619,1100,6177750,22875,2021-11-10,3,4.770000,0
4620,2200,6177750,22875,2021-11-10,2,3.980000,0
4621,1540,6177750,22875,2021-11-10,2,3.980000,0
4622,2530,6177750,22875,2021-11-10,1,1.990000,0
4623,1870,6177750,22875,2021-11-10,1,1.990000,0
4624,2420,6177750,22875,2021-11-10,2,3.980000,0
4625,1210,6177750,22875,2021-11-10,5,7.950000,0
4626,4070,6177750,22875,2021-11-10,2,3.980000,0
4627,3190,6177750,22875,2021-11-10,1,1.990000,0
4628,1760,6177750,22875,2021-11-10,2,3.980000,0
4629,3630,6177750,22875,2021-11-10,3,5.970000,0
4630,3190,6177750,22875,2021-11-11,1,1.990000,0
4631,4180,6177750,22875,2021-11-11,3,5.970000,0
4632,990,6177750,22875,2021-11-11,1,1.990000,0
4633,4070,6177750,22875,2021-11-11,1,1.990000,0
4634,1540,6177750,22875,2021-11-11,3,5.970000,0
4635,4840,6177750,22875,2021-11-11,2,3.980000,0
4636,2970,6177750,22875,2021-11-11,2,3.980000,0
4637,1210,6177750,22875,2021-11-11,1,1.590000,0
4638,1320,6177750,22875,2021-11-11,3,5.970000,0
4639,3080,6177750,22875,2021-11-11,2,3.180000,0
4640,1870,6177750,22875,2021-11-11,4,7.960000,0
4641,2310,6177750,22875,2021-11-11,1,1.990000,0
4642,2200,6177750,22875,2021-11-11,5,9.950000,0
4643,550,6177750,22875,2021-11-11,1,1.590000,0
4644,2640,6177750,22875,2021-11-11,5,9.950000,0
4645,1100,6177750,22875,2021-11-11,1,1.590000,0
4646,1760,6177750,22875,2021-11-12,1,1.990000,0
4647,2200,6177750,22875,2021-11-12,2,3.980000,0
4648,2970,6177750,22875,2021-11-12,2,3.980000,0
4649,4180,6177750,22875,2021-11-12,2,3.980000,0
4650,1210,6177750,22875,2021-11-12,3,4.770000,0
4651,1320,6177750,22875,2021-11-12,5,9.950000,0
4652,1100,6177750,22875,2021-11-12,1,1.590000,0
4653,770,6177750,22875,2021-11-12,2,3.180000,0
4654,1540,6177750,22875,2021-11-12,3,5.970000,0
4655,4840,6177750,22875,2021-11-12,2,3.980000,0
4656,550,6177750,22875,2021-11-12,1,1.590000,0
4657,2310,6177750,22875,2021-11-12,2,3.980000,0
4658,3080,6177750,22875,2021-11-12,3,4.770000,0
4659,4070,6177750,22875,2021-11-13,5,9.950000,0
4660,1760,6177750,22875,2021-11-13,2,3.980000,0
4661,2970,6177750,22875,2021-11-13,3,5.970000,0
4662,2090,6177750,22875,2021-11-13,1,1.990000,0
4663,1650,6177750,22875,2021-11-13,3,5.970000,0
4664,1540,6177750,22875,2021-11-13,3,5.970000,0
4665,1210,6177750,22875,2021-11-13,3,4.770000,0
4666,550,6177750,22875,2021-11-13,2,3.180000,0
4667,660,6177750,22875,2021-11-13,2,3.980000,0
4668,2200,6177750,22875,2021-11-13,2,3.980000,0
4669,3410,6177750,22875,2021-11-13,3,5.970000,0
4670,2310,6177750,22875,2021-11-13,1,1.990000,0
4671,4840,6177750,22875,2021-11-13,4,7.960000,0
4672,1870,6177750,22875,2021-11-13,1,1.990000,0
4673,1320,6177750,22875,2021-11-13,4,7.960000,0
4674,2530,6177750,22875,2021-11-13,1,1.990000,0
4675,3630,6177750,22875,2021-11-13,2,3.980000,0
4676,3080,6177750,22875,2021-11-14,1,1.590000,0
4677,1320,6177750,22875,2021-11-14,2,3.980000,0
4678,4730,6177750,22875,2021-11-14,1,1.990000,0
4679,550,6177750,22875,2021-11-14,1,1.590000,0
4680,2310,6177750,22875,2021-11-14,2,3.980000,0
4681,2420,6177750,22875,2021-11-14,1,1.990000,0
4682,3740,6177750,22875,2021-11-14,2,3.980000,0
4683,2970,6177750,22875,2021-11-14,3,5.970000,0
4684,1870,6177750,22875,2021-11-14,10,19.120001,0
4685,4070,6177750,22875,2021-11-14,1,1.990000,0
4686,1210,6177750,22875,2021-11-14,5,7.950000,0
4687,3630,6177750,22875,2021-11-14,18,35.820000,0
4688,1650,6177750,22875,2021-11-15,1,1.990000,0
4689,1100,6177750,22875,2021-11-15,1,1.590000,0
4690,1210,6177750,22875,2021-11-15,2,3.180000,0
4691,1870,6177750,22875,2021-11-15,4,7.960000,0
4692,660,6177750,22875,2021-11-15,2,3.980000,0
4693,3740,6177750,22875,2021-11-15,1,1.990000,0
4694,4730,6177750,22875,2021-11-15,2,3.980000,0
4695,2970,6177750,22875,2021-11-15,2,3.980000,0
4696,2750,6177750,22875,2021-11-15,3,5.970000,0
4697,2530,6177750,22875,2021-11-15,3,5.970000,0
4698,3630,6177750,22875,2021-11-15,1,1.990000,0
4699,990,6177750,22875,2021-11-15,1,1.990000,0
4700,2310,6177750,22875,2021-11-15,1,1.990000,0
4701,3080,6177750,22875,2021-11-15,1,1.590000,0
4702,2200,6177750,22875,2021-11-15,2,3.980000,0
4703,1540,6177750,22875,2021-11-16,1,1.990000,0
4704,4070,6177750,22875,2021-11-16,1,1.990000,0
4705,3080,6177750,22875,2021-11-16,1,1.590000,0
4706,330,6177750,22875,2021-11-16,1,1.990000,0
4707,3410,6177750,22875,2021-11-16,2,3.980000,0
4708,990,6177750,22875,2021-11-16,3,5.970000,0
4709,1100,6177750,22875,2021-11-16,3,4.770000,0
4710,4840,6177750,22875,2021-11-16,1,1.990000,0
4711,3190,6177750,22875,2021-11-16,2,3.980000,0
4712,4730,6177750,22875,2021-11-16,1,1.990000,0
4713,1870,6177750,22875,2021-11-16,1,1.990000,0
4714,660,6177750,22875,2021-11-16,3,5.970000,0
4715,2310,6177750,22875,2021-11-16,1,1.990000,0
4716,2640,6177750,22875,2021-11-16,3,5.970000,0
4717,1210,6177750,22875,2021-11-16,3,4.770000,0
4718,1760,6177750,22875,2021-11-17,1,1.990000,0
4719,4730,6177750,22875,2021-11-17,1,1.990000,0
4720,1320,6177750,22875,2021-11-17,4,7.960000,0
4721,2310,6177750,22875,2021-11-17,1,1.990000,0
4722,1540,6177750,22875,2021-11-17,4,7.960000,0
4723,2090,6177750,22875,2021-11-17,1,1.990000,0
4724,330,6177750,22875,2021-11-17,2,3.980000,0
4725,1100,6177750,22875,2021-11-17,2,3.180000,0
4726,2640,6177750,22875,2021-11-17,1,1.990000,0
4727,1210,6177750,22875,2021-11-17,3,4.770000,0
4728,2530,6177750,22875,2021-11-17,5,9.950000,0
4729,2970,6177750,22875,2021-11-17,3,5.970000,0
4730,4070,6177750,22875,2021-11-17,2,3.980000,0
4731,550,6177750,22875,2021-11-17,2,3.180000,0
4732,1650,6177750,22875,2021-11-17,1,1.990000,0
4733,4840,6177750,22875,2021-11-18,2,3.980000,0
4734,2090,6177750,22875,2021-11-18,1,1.990000,0
4735,1540,6177750,22875,2021-11-18,1,1.990000,0
4736,4070,6177750,22875,2021-11-18,1,1.990000,0
4737,3080,6177750,22875,2021-11-18,3,4.770000,0
4738,1760,6177750,22875,2021-11-18,1,1.990000,0
4739,2310,6177750,22875,2021-11-18,1,1.990000,0
4740,330,6177750,22875,2021-11-18,1,1.990000,0
4741,2420,6177750,22875,2021-11-18,2,3.980000,0
4742,3410,6177750,22875,2021-11-18,1,1.990000,0
4743,1100,6177750,22875,2021-11-18,4,6.360000,0
4744,2970,6177750,22875,2021-11-18,1,1.990000,0
4745,1650,6177750,22875,2021-11-19,1,1.990000,0
4746,2970,6177750,22875,2021-11-19,4,7.960000,0
4747,2640,6177750,22875,2021-11-19,2,3.980000,0
4748,2090,6177750,22875,2021-11-19,1,1.990000,0
4749,2200,6177750,22875,2021-11-19,4,7.960000,0
4750,2310,6177750,22875,2021-11-19,2,3.980000,0
4751,3080,6177750,22875,2021-11-19,1,1.590000,0
4752,1100,6177750,22875,2021-11-19,1,1.590000,0
4753,660,6177750,22875,2021-11-19,2,3.980000,0
4754,1760,6177750,22875,2021-11-19,2,3.980000,0
4755,4840,6177750,22875,2021-11-19,1,1.990000,0
4756,1540,6177750,22875,2021-11-19,1,1.990000,0
4757,4180,6177750,22875,2021-11-19,1,1.990000,0
4758,1210,6177750,22875,2021-11-19,3,4.770000,0
4759,1870,6177750,22875,2021-11-19,3,5.970000,0
4760,2640,6177750,22875,2021-11-20,1,1.990000,0
4761,3410,6177750,22875,2021-11-20,1,1.990000,0
4762,3190,6177750,22875,2021-11-20,2,3.980000,0
4763,990,6177750,22875,2021-11-20,4,7.960000,0
4764,1540,6177750,22875,2021-11-20,2,3.980000,0
4765,1650,6177750,22875,2021-11-20,2,3.980000,0
4766,330,6177750,22875,2021-11-20,2,3.980000,0
4767,2970,6177750,22875,2021-11-20,2,3.980000,0
4768,3080,6177750,22875,2021-11-20,4,6.360000,0
4769,4070,6177750,22875,2021-11-20,2,3.980000,0
4770,3740,6177750,22875,2021-11-20,1,1.990000,0
4771,4840,6177750,22875,2021-11-20,1,1.990000,0
