Store_Number,SKU_Coded,Product_Class_Code,min(Sold_Date),max(Sold_Date)
2580,770,6190400,22950,2021-11-18,2023-01-07
2581,2420,6190450,22900,2021-11-10,2023-12-16
2582,1870,6190450,22900,2021-11-25,2024-01-15
2583,4400,6190450,22900,2022-02-06,2024-02-25
2584,880,6190600,24425,2021-11-09,2024-03-26
2585,4180,6190600,24425,2021-11-13,2024-02-02
2586,990,6190600,24425,2021-11-14,2024-03-16
2587,3080,6190600,24425,2021-12-15,2024-03-24
2588,2530,6190600,24425,2021-12-22,2024-03-28
2589,1760,6190700,22825,2021-11-12,2024-03-07
2590,2420,6190700,22825,2021-11-15,2024-02-21
2591,550,6190700,22825,2021-11-22,2024-03-26
2592,3520,6190700,22825,2022-11-03,2024-02-13
2593,1760,6190750,22825,2021-11-01,2024-02-29
2594,2310,6190750,22825,2021-11-09,2024-03-15
2595,3740,6190750,22825,2021-11-11,2024-03-15
2596,1320,6190750,22825,2021-12-03,2024-03-24
2597,2640,6190750,22825,2022-01-24,2024-02-23
2598,2860,6190750,22825,2023-05-06,2024-02-10
2599,3300,6190800,22825,2021-11-07,2023-12-29
2600,3190,6190800,22825,2021-11-08,2024-02-16
2601,2310,6190800,22825,2021-11-11,2024-03-15
2602,4070,6190800,22825,2021-11-27,2024-03-20
2603,4070,6190850,22825,2021-11-05,2024-02-07
2604,1650,6190850,22825,2021-11-17,2024-02-01
2605,3080,6190850,22825,2021-12-04,2023-12-16
2606,3740,6190900,22825,2021-12-11,2024-03-15
2607,4180,6190900,22825,2022-02-20,2022-12-08
2608,3080,6190900,22825,2022-03-18,2024-02-19
2609,990,6190900,22825,2023-06-19,2023-12-24
2610,1540,6190950,22825,2021-12-18,2024-03-14
2611,4400,6190950,22825,2022-05-20,2023-02-14
2612,2090,6191000,22825,2021-12-02,2023-12-22
2613,1540,6191000,22825,2022-09-26,2024-03-14
2614,1870,6191000,22825,2022-12-27,2024-03-19
2615,3520,6191000,22825,2023-01-10,2024-01-12
2616,1100,6191050,22850,2021-11-04,2024-02-23
2617,3300,6191050,22850,2021-11-05,2024-03-29
2618,2310,6191050,22850,2021-11-14,2024-03-29
2619,4180,6191050,22850,2021-12-05,2023-12-09
2620,3520,6191050,22850,2022-11-11,2024-03-16
2621,2640,6191100,22950,2021-11-03,2024-03-31
2622,2530,6191150,22950,2021-11-01,2022-01-22
2623,1760,6191150,22950,2021-12-03,2022-01-15
2624,1540,6191150,22950,2021-12-03,2021-12-16
2625,660,6191150,22950,2022-01-23,2022-01-23
2626,1100,6191250,24425,2021-11-06,2022-11-28
2627,3630,6191250,24425,2021-11-10,2022-12-23
2628,1870,6191250,24425,2021-11-11,2023-04-06
2629,2200,6191250,24425,2021-11-17,2022-12-16
2630,3630,6191450,22975,2021-11-06,2023-05-02
2631,2970,6191450,22975,2021-11-07,2023-02-26
2632,4070,6191450,22975,2021-11-11,2023-08-21
2633,4180,6191450,22975,2021-11-25,2023-05-21
2634,3410,6191450,22975,2021-11-29,2023-08-06
2635,1540,6191450,22975,2021-12-04,2023-08-23
2636,4400,6191450,22975,2022-06-22,2023-11-14
2637,3190,6191500,22975,2021-11-06,2022-03-19
2638,1540,6191500,22975,2021-11-11,2022-04-09
2639,1100,6191500,22975,2021-11-18,2022-04-23
2640,1650,6191500,22975,2021-12-27,2022-05-14
2641,3190,6191550,22975,2021-11-03,2022-04-08
2642,2310,6191550,22975,2021-11-04,2022-04-21
2643,4180,6191550,22975,2021-11-05,2022-04-05
2644,4070,6191550,22975,2021-11-18,2022-04-19
2645,2530,6191550,22975,2021-11-20,2022-04-24
2646,2310,6191600,24375,2021-11-02,2023-09-13
2647,770,6191600,24375,2021-11-05,2023-11-04
2648,3080,6191600,24375,2021-11-29,2023-07-17
2649,4400,6191600,24375,2022-02-09,2023-08-20
2650,3630,6191650,22975,2021-12-05,2021-12-05
2651,3190,6191700,24425,2021-11-11,2023-05-21
2652,2420,6191750,24425,2021-11-12,2024-02-24
2653,2310,6191750,24425,2021-11-21,2024-01-12
2654,1320,6191750,24425,2021-11-26,2023-12-24
2655,3740,6191750,24425,2021-12-15,2024-03-20
2656,3630,6191800,22875,2021-12-16,2024-01-08
2657,1650,6191800,22875,2021-12-19,2024-02-23
2658,1870,6191800,22875,2022-02-06,2023-04-16
2659,660,6191850,24400,2021-11-05,2023-12-24
2660,1650,6191850,24400,2021-11-11,2024-02-16
2661,990,6191850,24400,2021-11-16,2024-03-08
2662,4070,6191850,24400,2021-11-25,2024-03-29
2663,880,6191850,24400,2021-12-03,2024-01-21
2664,4840,6191850,24400,2021-12-04,2024-03-19
2665,3190,6191850,24400,2021-12-08,2024-03-25
2666,2530,6191850,24400,2021-12-15,2023-12-29
2667,1980,6191850,24400,2022-01-04,2024-03-16
2668,2640,6191850,24400,2022-03-03,2024-03-25
2669,990,6191900,24400,2021-11-11,2024-03-14
2670,3410,6191900,24400,2021-11-17,2023-12-27
2671,330,6191900,24400,2021-11-26,2024-03-28
2672,2530,6191900,24400,2021-11-30,2024-01-24
2673,1650,6191900,24400,2021-12-06,2023-11-27
2674,1870,6191900,24400,2022-01-06,2024-03-15
2675,3520,6191900,24400,2022-11-25,2024-03-14
2676,880,6191950,24400,2021-11-08,2023-01-22
2677,2970,6191950,24400,2021-11-13,2024-02-03
2678,1100,6191950,24400,2021-12-07,2023-07-14
2679,1760,6191950,24400,2021-12-17,2023-01-19
2680,3300,6192000,24400,2021-11-19,2024-03-01
2681,2200,6192000,24400,2021-11-20,2024-02-10
2682,3080,6192000,24400,2021-12-03,2024-03-31
2683,1760,6192000,24400,2021-12-21,2023-09-23
2684,2090,6192000,24400,2021-12-22,2023-02-27
2685,2420,6192000,24400,2021-12-26,2024-03-14
2686,1210,6192000,24400,2022-01-05,2023-09-09
2687,2310,6192550,22950,2021-11-06,2023-03-06
2688,550,6192550,22950,2022-01-14,2023-03-19
2689,1210,6192600,22950,2021-11-02,2024-01-11
2690,1100,6192600,22950,2021-11-04,2024-01-15
2691,1870,6192600,22950,2021-11-09,2024-01-05
2692,1650,6192600,22950,2021-11-10,2024-03-22
2693,4070,6192600,22950,2021-11-13,2024-03-21
2694,2640,6192600,22950,2021-12-04,2024-01-12
2695,2860,6192600,22950,2023-04-23,2023-12-26
2696,990,6192750,22950,2021-11-07,2022-08-18
2697,3190,6192750,22950,2021-11-25,2022-09-14
2698,1210,6192800,22950,2021-11-09,2024-01-22
2699,4840,6192800,22950,2021-12-08,2024-03-24
2700,1870,6192900,22950,2021-11-12,2022-07-23
2701,2090,6192900,22950,2021-11-16,2022-08-30
2702,3410,6192950,22850,2021-11-02,2024-02-16
2703,330,6192950,22850,2021-11-17,2024-01-02
2704,2640,6192950,22850,2021-12-10,2024-02-15
2705,3520,6192950,22850,2022-11-03,2024-03-01
2706,4400,6192950,22850,2023-07-10,2023-07-10
2707,4180,6193000,22850,2021-11-12,2023-03-30
2708,4070,6193000,22850,2022-01-06,2022-12-16
2709,2640,6193050,22950,2021-11-05,2024-03-24
2710,3630,6193050,22950,2021-11-19,2024-01-28
2711,990,6193050,22950,2021-12-17,2024-02-25
2712,2090,6193250,22900,2021-11-10,2022-07-04
2713,3190,6193250,22900,2021-11-16,2022-07-22
2714,1320,6193300,22950,2021-11-05,2023-12-14
2715,3080,6193300,22950,2021-11-10,2024-01-16
2716,1100,6193300,22950,2022-03-06,2024-01-28
2717,2420,6193350,24425,2021-12-18,2023-12-10
2718,3300,6193400,24425,2021-12-17,2024-02-01
2719,1210,6193400,24425,2022-09-22,2022-10-19
2720,2860,6193400,24425,2023-05-04,2023-08-18
2721,2640,6193500,24400,2021-11-07,2023-12-16
2722,3630,6193500,24400,2021-11-08,2024-03-31
2723,2090,6193500,24400,2021-11-09,2024-03-25
2724,1100,6193500,24400,2021-11-12,2024-01-10
2725,2420,6193500,24400,2021-11-17,2024-03-14
2726,4730,6193500,24400,2021-12-20,2024-01-01
2727,1100,6193600,24400,2021-11-02,2024-01-29
2728,1870,6193600,24400,2021-11-04,2024-03-03
2729,990,6193600,24400,2021-11-13,2023-11-30
2730,3630,6193600,24400,2021-12-03,2024-02-18
2731,1870,6193650,24400,2021-11-01,2022-02-14
2732,330,6193650,24400,2021-11-01,2022-03-11
2733,770,6193650,24400,2021-11-05,2022-05-17
2734,4840,6193650,24400,2021-11-11,2022-05-18
2735,2530,6193650,24400,2021-11-15,2022-02-19
2736,2640,6193650,24400,2021-11-25,2022-05-16
2737,2200,6193700,24400,2021-11-01,2022-03-09
2738,3080,6193700,24400,2021-11-02,2022-03-18
2739,660,6193700,24400,2021-11-09,2022-03-25
2740,1100,6193700,24400,2021-11-12,2022-02-16
2741,770,6193700,24400,2021-11-18,2022-02-01
2742,2090,6193750,22875,2021-11-02,2024-03-31
2743,1540,6193750,22875,2021-11-02,2024-02-23
2744,1980,6193750,22875,2021-11-04,2024-03-03
2745,4730,6193750,22875,2021-11-05,2024-03-20
2746,3410,6193750,22875,2021-11-06,2024-03-30
2747,2310,6194100,24425,2021-11-05,2023-06-07
2748,4840,6194100,24425,2021-11-08,2023-11-12
2749,1980,6194100,24425,2021-11-22,2023-12-11
2750,2420,6194100,24425,2021-12-10,2024-03-08
2751,2530,6194100,24425,2021-12-13,2024-02-23
2752,4180,6194100,24425,2022-01-20,2024-01-21
2753,1650,6194150,24425,2021-11-01,2023-10-26
2754,4840,6194150,24425,2021-11-11,2023-10-28
2755,2090,6194150,24425,2022-01-07,2023-10-18
2756,1760,6194150,24425,2022-02-19,2023-10-31
2757,3080,6194150,24425,2022-03-19,2023-10-27
2758,2970,6194200,24425,2021-12-05,2023-09-02
2759,3410,6194200,24425,2021-12-27,2024-01-27
2760,880,6190500,22900,2021-11-06,2024-03-30
2761,1100,6190500,22900,2021-11-08,2023-12-22
2762,2200,6190500,22900,2021-11-10,2023-09-07
2763,3300,6190500,22900,2021-11-13,2024-01-11
2764,2970,6190500,22900,2021-11-19,2024-01-25
2765,660,6190500,22900,2021-11-20,2023-05-02
2766,4180,6190500,22900,2021-11-27,2023-12-28
2767,3520,6190500,22900,2022-11-03,2024-03-21
2768,1650,6190550,24425,2021-11-06,2024-02-21
2769,3080,6190550,24425,2021-11-07,2024-03-21
2770,2310,6190550,24425,2021-12-09,2024-03-21
2771,2530,6190550,24425,2021-12-10,2024-02-14
2772,1760,6190550,24425,2022-01-08,2024-03-25
2773,2860,6190550,24425,2023-04-20,2024-03-25
2774,2640,6191300,24425,2021-11-04,2024-03-16
2775,1100,6191300,24425,2021-11-25,2024-03-20
2776,880,6191300,24425,2022-01-09,2022-01-09
2777,1650,6191400,22900,2021-11-01,2024-03-22
2778,3740,6191400,22900,2021-11-05,2024-03-30
2779,1870,6191400,22900,2021-11-05,2024-03-06
2780,3300,6192050,24400,2021-11-04,2024-03-22
2781,880,6192050,24400,2021-11-05,2024-03-30
2782,3630,6192050,24400,2021-11-08,2024-03-26
2783,330,6192100,24400,2021-11-03,2023-11-17
2784,660,6192100,24400,2021-12-04,2024-01-26
2785,770,6192100,24400,2021-12-15,2024-03-12
2786,1320,6192150,24400,2021-11-03,2024-02-14
2787,660,6192150,24400,2021-11-04,2024-03-25
2788,550,6192150,24400,2021-11-04,2024-02-09
2789,330,6192150,24400,2021-12-06,2024-03-22
2790,2640,6192150,24400,2021-12-07,2024-03-22
2791,3740,6192150,24400,2021-12-19,2024-01-22
2792,2200,6192200,24400,2021-11-01,2024-03-27
2793,1100,6192200,24400,2021-11-01,2024-03-21
2794,3190,6192200,24400,2021-11-02,2024-03-31
2795,1320,6192200,24400,2021-11-03,2024-03-28
2796,2420,6192200,24400,2021-11-04,2023-12-19
2797,770,6192200,24400,2021-11-05,2024-03-28
2798,3410,6192200,24400,2021-11-06,2024-03-31
2799,1980,6192200,24400,2021-11-06,2024-03-31
2800,2310,6192200,24400,2021-11-13,2024-03-30
2801,2750,6192200,24400,2021-11-14,2024-03-29
2802,4070,6192250,24400,2021-11-05,2024-03-20
2803,1650,6192250,24400,2021-11-17,2024-03-26
2804,770,6192250,24400,2021-11-18,2024-03-29
2805,1320,6192250,24400,2021-12-07,2024-03-14
2806,3630,6192300,24400,2021-11-03,2024-03-31
2807,1100,6192300,24400,2021-11-03,2024-03-29
2808,1870,6192300,24400,2021-11-04,2024-03-30
2809,4070,6192300,24400,2021-11-04,2024-03-29
2810,2310,6192300,24400,2021-11-04,2024-03-30
2811,1320,6192300,24400,2021-11-04,2024-03-30
2812,4730,6192300,24400,2021-11-23,2024-03-10
2813,2860,6192300,24400,2023-04-20,2024-02-16
2814,2200,6192500,22800,2021-11-07,2024-03-13
2815,3410,6192500,22800,2021-11-09,2024-03-29
2816,1870,6192500,22800,2021-11-27,2024-03-28
2817,660,6192500,22800,2021-12-01,2023-10-19
2818,4070,6192500,22800,2021-12-22,2024-01-21
2819,990,6192650,22950,2021-11-07,2024-01-17
2820,2640,6192650,22950,2021-11-08,2024-01-21
2821,4840,6192650,22950,2021-11-20,2024-03-16
2822,3520,6192650,22950,2022-10-30,2024-01-14
2823,2970,6192700,22950,2021-11-01,2023-02-27
2824,1320,6192700,22950,2021-11-03,2022-10-25
2825,3740,6192700,22950,2021-11-05,2023-04-24
2826,1540,6192700,22950,2021-12-04,2022-11-01
2827,3410,6192850,22950,2021-11-06,2024-02-17
2828,1210,6192850,22950,2021-11-08,2024-03-05
2829,3630,6192850,22950,2021-11-12,2024-02-26
2830,4070,6192850,22950,2021-11-20,2024-03-08
2831,4180,6192850,22950,2021-11-25,2024-03-29
2832,3190,6193100,24400,2021-11-02,2024-03-25
2833,1320,6193100,24400,2021-11-02,2024-03-30
2834,2970,6193100,24400,2021-11-04,2024-03-22
2835,2310,6193100,24400,2021-11-05,2024-03-24
2836,1540,6193100,24400,2021-11-08,2024-03-29
2837,2420,6193150,24400,2021-11-03,2024-03-22
2838,1650,6193200,22900,2021-11-04,2023-12-23
2839,4400,6193200,22900,2021-11-21,2023-12-23
2840,880,6193550,24400,2021-11-02,2024-03-30
2841,4180,6193550,24400,2021-11-03,2024-03-28
2842,1760,6193550,24400,2021-11-06,2024-03-30
2843,1210,6193550,24400,2021-11-12,2024-03-04
2844,3410,6193550,24400,2021-12-02,2024-03-30
2845,3520,6193550,24400,2022-11-05,2024-03-10
2846,3410,6193800,22875,2021-11-01,2024-03-30
2847,2750,6193800,22875,2021-11-15,2024-03-25
2848,2860,6193800,22875,2023-04-18,2024-01-27
2849,1210,6193850,22925,2021-11-01,2023-12-29
2850,2640,6193850,22925,2021-11-16,2024-03-02
2851,2310,6193850,22925,2021-11-25,2024-03-28
2852,660,6193950,22950,2022-04-18,2022-04-18
2853,1650,6194000,24425,2021-11-01,2024-03-21
2854,2420,6194000,24425,2021-11-06,2024-01-15
2855,3520,6194000,24425,2023-01-07,2024-01-06
2856,2970,6194050,24425,2021-11-01,2022-10-31
2857,3080,6194050,24425,2021-11-02,2022-10-25
2858,2310,6194050,24425,2021-11-05,2022-10-31
2859,3630,6194050,24425,2021-11-06,2023-04-22
2860,2200,6194050,24425,2021-11-15,2022-10-25
2861,1210,6194250,22975,2021-11-01,2024-03-31
2862,3740,6194250,22975,2021-11-02,2024-03-27
2863,4730,6194250,22975,2021-11-05,2024-01-29
2864,3520,6194250,22975,2022-11-03,2024-03-17
2865,2750,6172800,22875,2022-01-29,2023-12-31
2866,3520,6172800,22875,2023-11-23,2023-11-23
2867,3740,6172850,22875,2021-11-13,2022-11-26
2868,660,6172850,22875,2021-12-31,2024-02-18
2869,2860,6172850,22875,2023-11-02,2023-11-02
2870,3520,6172850,22875,2023-11-26,2023-11-26
2871,1870,6172900,22850,2021-11-05,2024-03-30
2872,1210,6172900,22850,2021-11-10,2024-03-29
2873,3630,6172900,22850,2021-11-21,2024-03-13
2874,4730,6172900,22850,2021-11-25,2024-03-14
2875,3740,6172950,22975,2021-11-04,2022-02-25
2876,3300,6172950,22975,2021-11-27,2021-11-27
2877,1760,6172950,22975,2021-12-06,2021-12-26
2878,4070,6173000,22975,2021-12-29,2022-07-01
2879,2420,6173000,22975,2022-01-25,2022-01-25
2880,3630,6173050,22875,2021-11-02,2024-03-28
2881,1870,6173050,22875,2021-11-03,2024-03-18
2882,1540,6173050,22875,2021-11-04,2024-03-31
2883,3300,6173050,22875,2021-11-06,2024-03-26
2884,3410,6173050,22875,2021-11-07,2024-03-30
2885,2750,6173050,22875,2021-11-21,2024-03-31
2886,1540,6173100,22975,2021-11-12,2024-03-06
2887,550,6173100,22975,2021-11-30,2023-06-17
2888,2970,6173100,22975,2021-12-11,2023-12-20
2889,3520,6173100,22975,2023-01-05,2024-03-19
2890,2860,6173100,22975,2023-04-28,2024-02-03
2891,1210,6173200,24375,2022-01-02,2022-01-02
2892,550,6173350,22800,2021-11-02,2024-03-28
2893,2310,6173350,22800,2021-11-05,2024-03-26
2894,4400,6173450,22875,2021-11-14,2024-03-03
2895,1650,6173450,22875,2021-12-15,2024-01-26
2896,660,6173450,22875,2022-01-22,2024-02-21
2897,880,6173450,22875,2022-06-15,2024-01-12
2898,2860,6173450,22875,2023-07-19,2024-02-11
2899,2640,6173500,22875,2021-11-02,2024-03-11
2900,2530,6173500,22875,2021-12-03,2024-02-25
2901,3410,6173500,22875,2022-01-08,2024-03-22
2902,4070,6173500,22875,2022-02-13,2024-02-23
2903,2310,6173550,22975,2021-11-05,2023-07-10
2904,3190,6173550,22975,2021-11-10,2024-03-05
2905,3630,6173550,22975,2021-11-10,2024-02-29
2906,3300,6173550,22975,2021-12-10,2024-02-10
2907,2970,6173550,22975,2021-12-12,2024-03-31
2908,4840,6173550,22975,2021-12-13,2024-03-24
2909,990,6173550,22975,2022-02-20,2024-03-09
2910,3190,6173600,24425,2021-11-06,2023-12-23
2911,880,6173600,24425,2021-11-20,2024-03-15
2912,1760,6173600,24425,2021-12-02,2023-12-18
2913,1210,6173600,24425,2021-12-04,2024-03-13
2914,2420,6173650,24425,2021-11-05,2023-12-23
2915,2750,6173650,24425,2021-12-20,2024-03-10
2916,990,6173650,24425,2021-12-21,2024-03-07
2917,2090,6173650,24425,2022-01-20,2023-12-30
2918,770,6173700,22875,2021-11-28,2024-03-01
2919,2090,6173700,22875,2021-12-23,2024-01-24
2920,4840,6173700,22875,2022-02-09,2024-03-17
2921,3190,6173750,22875,2021-11-09,2023-10-18
2922,2090,6173750,22875,2021-11-18,2023-10-27
2923,1980,6173750,22875,2022-01-10,2024-03-10
2924,1100,6173800,22875,2021-11-08,2023-07-11
2925,1320,6173800,22875,2021-12-27,2024-03-08
2926,3410,6173800,22875,2022-06-16,2024-03-26
2927,2860,6173800,22875,2023-08-13,2023-12-30
2928,2640,6173850,22875,2021-11-04,2023-11-09
2929,1650,6173850,22875,2022-01-25,2024-03-15
2930,2640,6173900,22875,2021-11-04,2023-12-03
2931,1870,6173900,22875,2021-11-05,2024-02-02
2932,3410,6173900,22875,2021-11-10,2023-11-04
2933,1760,6173900,22875,2021-11-19,2023-11-11
2934,3190,6173900,22875,2021-11-22,2023-11-10
2935,2420,6173900,22875,2021-11-26,2024-03-27
2936,4400,6173900,22875,2022-04-03,2022-04-03
2937,990,6173900,22875,2022-04-08,2024-02-07
2938,880,6173950,22875,2021-11-03,2023-11-14
2939,1540,6173950,22875,2022-01-12,2023-06-23
2940,2310,6173950,22875,2022-01-18,2023-12-14
2941,2750,6173950,22875,2022-01-27,2023-12-26
2942,3080,6174000,22875,2022-01-29,2023-12-13
2943,1540,6174000,22875,2022-02-25,2024-01-15
2944,1980,6174000,22875,2022-04-10,2022-08-25
2945,3190,6174000,22875,2022-11-07,2023-08-15
2946,3410,6174050,22875,2021-12-02,2023-10-01
2947,1650,6174050,22875,2021-12-08,2024-03-19
2948,3630,6174050,22875,2022-01-09,2024-01-21
2949,1760,6174100,22875,2021-11-13,2024-03-05
2950,330,6174100,22875,2021-11-20,2024-03-15
2951,3300,6174100,22875,2021-12-19,2024-03-13
2952,1320,6174150,22875,2021-11-08,2024-03-17
2953,1650,6174150,22875,2021-12-01,2024-03-22
2954,2970,6174150,22875,2022-02-04,2024-03-28
2955,4840,6174150,22875,2022-05-08,2024-01-13
2956,4180,6174150,22875,2022-07-16,2023-03-10
2957,2860,6174150,22875,2023-10-06,2024-03-08
2958,1650,6174200,22875,2021-11-14,2024-03-18
2959,4840,6174200,22875,2022-01-16,2024-03-16
2960,2090,6174200,22875,2022-01-16,2024-03-29
2961,4070,6174200,22875,2023-01-18,2024-02-24
2962,3520,6174200,22875,2023-03-03,2023-12-02
2963,2970,6174250,22875,2021-11-04,2024-01-18
2964,880,6174250,22875,2021-11-09,2024-03-13
2965,4070,6174250,22875,2021-11-09,2024-02-17
2966,660,6174250,22875,2021-11-12,2024-03-12
2967,3300,6174250,22875,2021-11-25,2024-03-28
2968,2310,6174250,22875,2021-12-01,2024-02-09
2969,2640,6174300,22875,2021-11-07,2024-02-05
2970,1760,6174300,22875,2021-11-14,2024-02-03
2971,330,6174300,22875,2021-11-20,2024-01-22
2972,2420,6174300,22875,2021-11-30,2024-03-10
2973,1650,6174350,22875,2021-11-02,2024-03-29
2974,1210,6174350,22875,2021-11-23,2023-09-20
2975,2530,6174350,22875,2021-12-12,2024-02-22
2976,1870,6174350,22875,2021-12-30,2024-01-25
2977,1980,6174350,22875,2022-01-20,2023-02-16
2978,3520,6174350,22875,2023-01-11,2023-01-11
2979,3410,6174400,22875,2021-11-07,2024-02-18
2980,1870,6174400,22875,2021-11-29,2023-03-17
2981,4070,6174400,22875,2022-01-03,2023-12-27
2982,4180,6174450,22875,2021-11-17,2022-11-20
2983,3300,6174450,22875,2021-12-10,2024-01-08
2984,770,6174450,22875,2021-12-22,2023-12-27
2985,3740,6174450,22875,2021-12-29,2024-01-14
2986,2860,6174450,22875,2023-05-20,2024-03-29
2987,4400,6174450,22875,2023-11-19,2023-11-19
2988,1650,6174500,22875,2021-11-17,2024-03-13
2989,1760,6174500,22875,2021-11-18,2024-03-05
2990,3630,6174550,22875,2021-11-14,2024-02-24
2991,3410,6174550,22875,2021-12-29,2024-03-01
2992,3190,6174550,22875,2022-01-08,2023-09-12
2993,1210,6174550,22875,2022-02-20,2024-01-06
2994,3080,6174550,22875,2022-03-16,2024-02-23
2995,2860,6174550,22875,2023-09-02,2024-03-25
2996,2970,6174600,22875,2021-11-07,2024-03-26
2997,1650,6174600,22875,2021-11-14,2023-12-11
2998,4180,6174600,22875,2021-11-14,2024-01-31
2999,880,6174600,22875,2021-11-18,2024-03-10
3000,3740,6174600,22875,2021-11-26,2023-02-08
3001,4730,6174600,22875,2021-11-26,2022-06-26
3002,660,6174600,22875,2021-11-27,2023-12-23
3003,2750,6174600,22875,2022-03-04,2024-01-26
3004,4180,6174650,22875,2022-06-15,2023-12-22
3005,2860,6174650,22875,2023-07-11,2023-07-11
3006,3740,6174700,22875,2021-11-07,2023-12-12
3007,1210,6174700,22875,2021-11-14,2024-02-16
3008,880,6174700,22875,2021-12-16,2023-03-18
3009,990,6174700,22875,2022-01-16,2022-01-16
3010,2420,6174700,22875,2022-03-03,2023-11-26
3011,3630,6174700,22875,2022-03-20,2024-02-23
3012,2530,6174700,22875,2022-03-28,2024-03-27
3013,770,6174700,22875,2022-12-10,2024-01-07
3014,1320,6174750,22875,2021-11-02,2023-10-10
3015,660,6174750,22875,2022-01-18,2024-01-26
3016,1760,6174750,22875,2022-10-25,2023-12-15
3017,2750,6174800,22875,2021-12-08,2024-03-04
3018,3630,6174800,22875,2021-12-24,2021-12-24
3019,660,6174800,22875,2022-03-18,2023-12-03
3020,1650,6174800,22875,2022-06-06,2023-10-05
3021,660,6174850,22875,2021-11-08,2024-02-19
3022,1320,6174850,22875,2021-12-27,2023-12-14
3023,4070,6174850,22875,2022-05-07,2024-01-12
3024,1980,6174850,22875,2022-07-22,2023-03-18
3025,1540,6174850,22875,2022-08-18,2023-06-10
3026,1100,6174900,22875,2022-01-31,2024-01-13
3027,4180,6174900,22875,2023-01-11,2023-11-14
3028,1210,6174950,22875,2021-11-06,2024-02-24
3029,2970,6174950,22875,2021-11-17,2024-03-03
3030,2310,6174950,22875,2021-12-13,2023-10-20
3031,4070,6174950,22875,2022-03-08,2024-02-21
3032,3520,6174950,22875,2023-09-20,2023-09-20
3033,2530,6175000,22875,2021-11-21,2023-11-24
3034,1760,6175000,22875,2021-12-12,2024-02-24
3035,2420,6175000,22875,2022-01-21,2024-02-18
3036,1650,6175000,22875,2022-02-08,2024-01-30
3037,2310,6175000,22875,2022-07-21,2024-03-04
3038,1320,6175000,22875,2022-09-06,2023-12-14
3039,4730,6175000,22875,2023-04-13,2023-04-13
3040,1210,6175050,22875,2021-12-22,2024-03-01
3041,330,6175050,22875,2021-12-24,2024-03-02
3042,990,6175050,22875,2022-02-02,2024-01-06
3043,770,6175050,22875,2022-02-05,2023-09-30
3044,2860,6175050,22875,2023-07-30,2023-07-30
3045,1320,6175100,22875,2021-11-21,2023-05-26
3046,1760,6175100,22875,2021-12-12,2024-01-01
3047,770,6175100,22875,2022-04-20,2023-02-27
3048,4180,6175100,22875,2023-05-08,2023-05-08
3049,4070,6175150,22875,2021-11-11,2024-03-04
3050,4730,6175150,22875,2021-11-25,2024-01-19
3051,2750,6175200,22875,2021-11-16,2024-02-13
3052,3300,6175200,22875,2021-12-05,2023-03-07
3053,2530,6175200,22875,2021-12-30,2023-12-31
3054,1210,6175200,22875,2022-02-12,2024-03-31
3055,3190,6175200,22875,2022-02-14,2024-02-06
3056,990,6175200,22875,2022-03-02,2024-01-15
3057,3520,6175200,22875,2023-03-02,2023-03-10
3058,2860,6175200,22875,2023-05-06,2023-10-29
3059,1320,6175250,22875,2021-11-03,2024-03-09
3060,550,6175250,22875,2021-11-08,2024-03-29
3061,4840,6175250,22875,2021-11-28,2023-12-23
3062,1870,6175250,22875,2021-11-29,2024-03-29
3063,3630,6175250,22875,2021-12-21,2024-02-09
3064,990,6175250,22875,2022-02-02,2024-01-31
3065,2200,6175300,22875,2021-11-02,2023-12-29
3066,1210,6175300,22875,2021-11-19,2024-03-03
3067,4070,6175300,22875,2021-11-23,2024-01-29
3068,2640,6175300,22875,2022-01-16,2024-03-04
3069,1870,6175300,22875,2022-03-10,2023-11-14
3070,3410,6175300,22875,2022-03-25,2023-01-21
3071,1320,6175300,22875,2022-05-22,2023-12-30
3072,2310,6175350,22875,2021-11-08,2023-12-14
3073,330,6175350,22875,2021-11-30,2024-03-06
3074,660,6175350,22875,2021-12-12,2023-12-18
3075,3410,6175350,22875,2022-01-18,2024-03-07
3076,4840,6175350,22875,2022-06-04,2024-03-27
3077,990,6175400,22875,2021-11-08,2024-01-31
3078,330,6175400,22875,2021-12-04,2023-11-14
3079,2420,6175400,22875,2021-12-27,2024-03-28
3080,1210,6175400,22875,2022-01-12,2024-03-12
3081,2970,6175450,22875,2021-11-25,2024-03-08
3082,1100,6175450,22875,2021-12-23,2023-09-03
3083,4840,6175450,22875,2021-12-28,2023-12-12
3084,2530,6175450,22875,2022-11-22,2023-12-26
3085,3520,6175450,22875,2023-11-27,2023-11-27
3086,1100,6175500,22875,2021-11-02,2024-02-10
3087,880,6175500,22875,2021-11-02,2024-01-28
3088,660,6175500,22875,2021-11-05,2024-03-19
3089,2530,6175500,22875,2021-11-16,2024-01-21
3090,2420,6175500,22875,2021-12-30,2024-01-25
3091,1980,6175500,22875,2022-01-24,2023-09-27
3092,3520,6175500,22875,2023-01-06,2024-01-12
3093,660,6175550,22875,2021-11-17,2024-03-14
3094,1760,6175550,22875,2021-11-19,2023-07-27
3095,3630,6175550,22875,2021-12-12,2024-01-01
3096,3740,6175550,22875,2021-12-16,2022-03-10
3097,990,6175550,22875,2021-12-22,2024-03-15
3098,2750,6175550,22875,2022-04-19,2022-12-09
